utc,node_index,expected_answer,rerun_answer,seconds,fixed_signature,reason,mismatch
2026-05-02T21:57:17+00:00,11184,unsat,unsat,0.004,"12=0,13=0,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11185,unsat,unsat,0.007,"12=1,13=0,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11186,unsat,unsat,0.013,"12=2,13=0,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11187,unsat,unsat,0.007,"12=0,13=1,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11188,unsat,unsat,0.015,"12=1,13=1,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11189,unsat,unsat,0.02,"12=2,13=1,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11190,unsat,unsat,0.007,"12=0,13=2,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11191,unsat,unsat,0.013,"12=1,13=2,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11192,unsat,unsat,0.011,"12=2,13=2,14=2,15=2,16=1,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11193,unsat,unsat,0.516,"12=0,13=0,14=0,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:17+00:00,11194,unsat,unsat,0.354,"12=0,13=1,14=0,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:18+00:00,11195,unsat,unsat,0.707,"12=0,13=2,14=0,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:18+00:00,11196,unsat,unsat,0.062,"12=1,13=2,14=0,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:21+00:00,11197,unsat,unsat,2.831,"12=0,13=0,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:21+00:00,11198,unsat,unsat,0.306,"12=1,13=0,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:22+00:00,11199,unsat,unsat,0.123,"12=2,13=0,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:22+00:00,11200,unsat,unsat,0.166,"12=0,13=1,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:22+00:00,11201,unsat,unsat,0.479,"12=1,13=1,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:22+00:00,11202,unsat,unsat,0.006,"12=2,13=1,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:31+00:00,11203,unsat,unsat,8.497,"12=0,13=2,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:31+00:00,11204,unsat,unsat,0.031,"12=1,13=2,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:31+00:00,11205,unsat,unsat,0.792,"12=2,13=2,14=1,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:33+00:00,11206,unsat,unsat,1.665,"12=0,13=0,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:33+00:00,11207,unsat,unsat,0.027,"12=2,13=0,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:34+00:00,11208,unsat,unsat,1.105,"12=0,13=1,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:34+00:00,11209,unsat,unsat,0.218,"12=1,13=1,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:35+00:00,11210,unsat,unsat,0.006,"12=2,13=1,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11211,unsat,unsat,1.276,"12=0,13=2,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11212,unsat,unsat,0.361,"12=1,13=2,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11213,unsat,unsat,0.101,"12=2,13=2,14=2,15=0,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11214,unsat,unsat,0.007,"12=1,13=0,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11215,unsat,unsat,0.005,"12=2,13=0,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11216,unsat,unsat,0.004,"12=1,13=1,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11217,unsat,unsat,0.005,"12=2,13=1,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11218,unsat,unsat,0.018,"12=1,13=2,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11219,unsat,unsat,0.005,"12=2,13=2,14=0,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11220,unsat,unsat,0.005,"12=0,13=0,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11221,unsat,unsat,0.015,"12=1,13=0,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11222,unsat,unsat,0.012,"12=2,13=0,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11223,unsat,unsat,0.004,"12=0,13=1,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11224,unsat,unsat,0.004,"12=1,13=1,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11225,unsat,unsat,0.008,"12=2,13=1,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11226,unsat,unsat,0.005,"12=0,13=2,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11227,unsat,unsat,0.013,"12=1,13=2,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11228,unsat,unsat,0.013,"12=2,13=2,14=1,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11229,unsat,unsat,0.005,"12=0,13=0,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11230,unsat,unsat,0.014,"12=1,13=0,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11231,unsat,unsat,0.009,"12=2,13=0,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11232,unsat,unsat,0.004,"12=0,13=1,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11233,unsat,unsat,0.004,"12=1,13=1,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11234,unsat,unsat,0.003,"12=2,13=1,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11235,unsat,unsat,0.004,"12=0,13=2,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11236,unsat,unsat,0.024,"12=1,13=2,14=2,15=1,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11237,unsat,unsat,0.009,"12=0,13=0,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:36+00:00,11238,unsat,unsat,0.005,"12=1,13=0,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11239,unsat,unsat,0.053,"12=2,13=0,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11240,unsat,unsat,0.01,"12=0,13=1,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11241,unsat,unsat,0.024,"12=1,13=1,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11242,unsat,unsat,0.116,"12=2,13=1,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11243,unsat,unsat,0.171,"12=0,13=2,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11244,unsat,unsat,0.109,"12=1,13=2,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:37+00:00,11245,unsat,unsat,0.14,"12=2,13=2,14=0,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:38+00:00,11246,unsat,unsat,0.795,"12=0,13=0,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:38+00:00,11247,unsat,unsat,0.568,"12=1,13=0,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:40+00:00,11248,unsat,unsat,1.781,"12=2,13=0,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:40+00:00,11249,unsat,unsat,0.275,"12=0,13=1,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:42+00:00,11250,unsat,unsat,1.033,"12=1,13=1,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:42+00:00,11251,unsat,unsat,0.284,"12=2,13=1,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:44+00:00,11252,unsat,unsat,1.803,"12=0,13=2,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:44+00:00,11253,unsat,unsat,0.094,"12=1,13=2,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:48+00:00,11254,unsat,unsat,3.988,"12=2,13=2,14=1,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:48+00:00,11255,unsat,unsat,0.192,"12=0,13=0,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:48+00:00,11256,unsat,unsat,0.105,"12=1,13=0,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:48+00:00,11257,unsat,unsat,0.508,"12=2,13=0,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:49+00:00,11258,unsat,unsat,0.165,"12=0,13=1,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:49+00:00,11259,unsat,unsat,0.269,"12=1,13=1,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:49+00:00,11260,unsat,unsat,0.2,"12=2,13=1,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:49+00:00,11261,unsat,unsat,0.131,"12=0,13=2,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:49+00:00,11262,unsat,unsat,0.081,"12=1,13=2,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:50+00:00,11263,unsat,unsat,0.824,"12=2,13=2,14=2,15=2,16=2,17=1,18=0,19=2,20=1",,0
2026-05-02T21:57:55+00:00,11264,unsat,unsat,4.822,"12=0,13=0,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:56+00:00,11265,unsat,unsat,1.092,"12=1,13=0,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:57+00:00,11266,unsat,unsat,0.44,"12=2,13=0,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:58+00:00,11267,unsat,unsat,1.369,"12=0,13=1,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:58+00:00,11268,unsat,unsat,0.167,"12=1,13=1,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:58+00:00,11269,unsat,unsat,0.012,"12=2,13=1,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:58+00:00,11270,unsat,unsat,0.354,"12=0,13=2,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:57:58+00:00,11271,unsat,unsat,0.011,"12=1,13=2,14=0,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:05+00:00,11272,unsat,unsat,6.069,"12=0,13=0,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:06+00:00,11273,unsat,unsat,1.62,"12=1,13=0,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:07+00:00,11274,unsat,unsat,0.537,"12=2,13=0,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:07+00:00,11275,unsat,unsat,0.595,"12=0,13=1,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:07+00:00,11276,unsat,unsat,0.222,"12=1,13=1,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:07+00:00,11277,unsat,unsat,0.006,"12=2,13=1,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:08+00:00,11278,unsat,unsat,0.434,"12=0,13=2,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:08+00:00,11279,unsat,unsat,0.006,"12=1,13=2,14=1,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:18+00:00,11280,unsat,unsat,10.266,"12=0,13=0,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:21+00:00,11281,unsat,unsat,3.001,"12=1,13=0,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:23+00:00,11282,unsat,unsat,1.555,"12=2,13=0,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:25+00:00,11283,unsat,unsat,2.587,"12=0,13=1,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:26+00:00,11284,unsat,unsat,0.436,"12=1,13=1,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:26+00:00,11285,unsat,unsat,0.006,"12=2,13=1,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:27+00:00,11286,unsat,unsat,1.704,"12=0,13=2,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:27+00:00,11287,unsat,unsat,0.007,"12=1,13=2,14=2,15=0,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:28+00:00,11288,unsat,unsat,0.23,"12=0,13=0,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:28+00:00,11289,unsat,unsat,0.666,"12=1,13=0,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:29+00:00,11290,unsat,unsat,0.897,"12=2,13=0,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:29+00:00,11291,unsat,unsat,0.016,"12=0,13=1,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:30+00:00,11292,unsat,unsat,0.44,"12=1,13=1,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:30+00:00,11293,unsat,unsat,0.256,"12=2,13=1,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:30+00:00,11294,unsat,unsat,0.044,"12=1,13=2,14=0,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:31+00:00,11295,unsat,unsat,0.474,"12=0,13=0,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:31+00:00,11296,unsat,unsat,0.396,"12=1,13=0,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11297,unsat,unsat,0.747,"12=2,13=0,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11298,unsat,unsat,0.032,"12=0,13=1,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11299,unsat,unsat,0.533,"12=1,13=1,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11300,unsat,unsat,0.05,"12=2,13=1,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11301,unsat,unsat,0.009,"12=1,13=2,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:32+00:00,11302,unsat,unsat,0.031,"12=2,13=2,14=1,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:33+00:00,11303,unsat,unsat,0.929,"12=0,13=0,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:40+00:00,11304,unsat,unsat,6.9,"12=1,13=0,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:43+00:00,11305,unsat,unsat,2.706,"12=2,13=0,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:43+00:00,11306,unsat,unsat,0.133,"12=0,13=1,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11307,unsat,unsat,1.786,"12=1,13=1,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11308,unsat,unsat,0.021,"12=2,13=1,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11309,unsat,unsat,0.015,"12=1,13=2,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11310,unsat,unsat,0.238,"12=2,13=2,14=2,15=1,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11311,unsat,unsat,0.128,"12=0,13=0,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11312,unsat,unsat,0.02,"12=1,13=0,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11313,unsat,unsat,0.016,"12=2,13=0,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11314,unsat,unsat,0.007,"12=0,13=1,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11315,unsat,unsat,0.004,"12=1,13=1,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11316,unsat,unsat,0.004,"12=2,13=1,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11317,unsat,unsat,0.004,"12=0,13=2,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11318,unsat,unsat,0.003,"12=1,13=2,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11319,unsat,unsat,0.003,"12=2,13=2,14=0,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11320,unsat,unsat,0.003,"12=0,13=0,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11321,unsat,unsat,0.003,"12=1,13=0,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11322,unsat,unsat,0.003,"12=2,13=0,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11323,unsat,unsat,0.003,"12=0,13=1,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11324,unsat,unsat,0.003,"12=1,13=1,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11325,unsat,unsat,0.003,"12=2,13=1,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11326,unsat,unsat,0.003,"12=0,13=2,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11327,unsat,unsat,0.003,"12=1,13=2,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11328,unsat,unsat,0.003,"12=2,13=2,14=1,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11329,unsat,unsat,0.003,"12=0,13=0,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11330,unsat,unsat,0.003,"12=1,13=0,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11331,unsat,unsat,0.003,"12=2,13=0,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11332,unsat,unsat,0.003,"12=0,13=1,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11333,unsat,unsat,0.003,"12=1,13=1,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11334,unsat,unsat,0.003,"12=2,13=1,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11335,unsat,unsat,0.003,"12=0,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11336,unsat,unsat,0.003,"12=1,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:45+00:00,11337,unsat,unsat,0.003,"12=2,13=2,14=2,15=2,16=0,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:46+00:00,11338,unsat,unsat,0.449,"12=0,13=0,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:46+00:00,11339,unsat,unsat,0.005,"12=1,13=0,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:58+00:00,11340,unsat,unsat,1.584,"12=0,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:58+00:00,11341,unsat,unsat,0.436,"12=1,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:58:58+00:00,11342,unsat,unsat,0.064,"12=2,13=1,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:00+00:00,11343,unsat,unsat,1.199,"12=0,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:00+00:00,11344,unsat,unsat,0.114,"12=1,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:00+00:00,11345,unsat,unsat,0.019,"12=2,13=2,14=0,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:00+00:00,11346,unsat,unsat,0.478,"12=0,13=0,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:00+00:00,11347,unsat,unsat,0.019,"12=1,13=0,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:01+00:00,11348,unsat,unsat,0.797,"12=0,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:02+00:00,11349,unsat,unsat,0.648,"12=1,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:02+00:00,11350,unsat,unsat,0.007,"12=2,13=1,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:03+00:00,11351,unsat,unsat,1.224,"12=0,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:03+00:00,11352,unsat,unsat,0.01,"12=1,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:03+00:00,11353,unsat,unsat,0.031,"12=2,13=2,14=1,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:04+00:00,11354,unsat,unsat,1.26,"12=0,13=0,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:04+00:00,11355,unsat,unsat,0.111,"12=1,13=0,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:12+00:00,11356,unsat,unsat,8.009,"12=0,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:14+00:00,11357,unsat,unsat,1.49,"12=1,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:14+00:00,11358,unsat,unsat,0.039,"12=2,13=1,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11359,unsat,unsat,2.774,"12=0,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11360,unsat,unsat,0.096,"12=1,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11361,unsat,unsat,0.161,"12=2,13=2,14=2,15=0,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11362,unsat,unsat,0.035,"12=1,13=0,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11363,unsat,unsat,0.015,"12=2,13=0,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:17+00:00,11364,unsat,unsat,0.008,"12=0,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:18+00:00,11365,unsat,unsat,0.955,"12=1,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:18+00:00,11366,unsat,unsat,0.39,"12=2,13=1,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:18+00:00,11367,unsat,unsat,0.014,"12=0,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:18+00:00,11368,unsat,unsat,0.086,"12=1,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11369,unsat,unsat,0.171,"12=2,13=2,14=0,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11370,unsat,unsat,0.011,"12=1,13=0,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11371,unsat,unsat,0.022,"12=2,13=0,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11372,unsat,unsat,0.02,"12=0,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11373,unsat,unsat,0.774,"12=1,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:19+00:00,11374,unsat,unsat,0.042,"12=2,13=1,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:20+00:00,11375,unsat,unsat,0.037,"12=0,13=2,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
2026-05-02T21:59:20+00:00,11376,unsat,unsat,0.009,"12=1,13=2,14=1,15=1,16=1,17=2,18=0,19=2,20=1",,0
