stratum,A_param,B_param,d,x21,Assoc,rawI,rawB,rawH,I_tot,B_tot,H_tot,H_pos,H_neg_abs,N_neg,h_loc_min,h_loc_max,H_RRR,H_RRS,H_RSR,H_SRR,H_DIST
affine,202,011,120,222111000120120120120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,202,012,120,222111000201201201120,171,1530,930,600,9180,5580,3600,3834,234,81,-4,16,594,576,1134,432,864
affine,202,020,120,222111000021021021120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,202,021,120,222111000102102102120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,202,022,120,222111000210210210120,171,1548,930,618,9288,5580,3708,3906,198,72,-4,16,594,630,1188,432,864
affine,202,100,120,222111000000111222120,360,1242,984,258,7452,5904,1548,1722,174,39,-8,12,270,738,324,108,108
affine,202,101,120,222111000111222000120,144,1836,1560,276,11016,9360,1656,2262,606,66,-14,18,378,414,324,270,270
affine,202,102,120,222111000222000111120,144,1872,1560,312,11232,9360,1872,2082,210,48,-8,18,378,630,324,270,270
affine,202,110,120,222111000012120201120,243,1605,1296,309,9630,7776,1854,2982,1128,246,-10,16,342,648,432,216,216
affine,202,111,120,222111000120201012120,243,1587,1296,291,9522,7776,1746,3144,1398,264,-12,16,342,540,432,216,216
affine,202,112,120,222111000201012120120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,202,120,120,222111000021102210120,243,1605,1296,309,9630,7776,1854,2964,1110,246,-10,16,342,648,432,216,216
affine,202,121,120,222111000102210021120,243,1587,1296,291,9522,7776,1746,3108,1362,246,-10,16,342,540,432,216,216
affine,202,122,120,222111000210021102120,243,1596,1296,300,9576,7776,1800,3090,1290,255,-10,16,342,594,432,216,216
affine,202,200,120,222111000000222111120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,202,201,120,222111000111000222120,207,1662,1392,270,9972,8352,1620,2004,384,69,-8,18,360,504,324,216,216
affine,202,202,120,222111000222111000120,207,1662,1392,270,9972,8352,1620,2064,444,57,-14,18,360,504,324,216,216
affine,202,210,120,222111000012201120120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,202,211,120,222111000120012201120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,202,212,120,222111000201120012120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,202,220,120,222111000021210102120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,202,221,120,222111000102021210120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,202,222,120,222111000210102021120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,210,000,120,012201120000000000120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,210,001,120,012201120111111111120,252,1368,795,573,8208,4770,3438,3768,330,123,-6,18,594,792,1080,432,540
affine,210,002,120,012201120222222222120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,210,010,120,012201120012012012120,198,1422,885,537,8532,5310,3222,3492,270,84,-6,18,594,576,756,432,864
affine,210,011,120,012201120120120120120,198,1422,885,537,8532,5310,3222,3558,336,117,-6,18,594,576,756,432,864
affine,210,012,120,012201120201201201120,198,1422,885,537,8532,5310,3222,3432,210,54,-6,18,594,576,756,432,864
affine,210,020,120,012201120021021021120,198,1440,885,555,8640,5310,3330,3618,288,105,-4,18,594,630,810,432,864
affine,210,021,120,012201120102102102120,225,1449,840,609,8694,5040,3654,3768,114,33,-6,16,594,684,1080,432,864
affine,210,022,120,012201120210210210120,171,1431,930,501,8586,5580,3006,3306,300,96,-6,18,594,576,540,432,864
affine,210,100,120,012201120000111222120,306,1341,1128,213,8046,6768,1278,2286,1008,297,-6,14,270,792,-108,108,216
affine,210,101,120,012201120111222000120,225,1683,1344,339,10098,8064,2034,3528,1494,252,-12,18,378,414,756,270,216
affine,210,102,120,012201120222000111120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,210,110,120,012201120012120201120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,210,111,120,012201120120201012120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,210,112,120,012201120201012120120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,210,120,120,012201120021102210120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,210,121,120,012201120102210021120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,210,122,120,012201120210021102120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,210,200,120,012201120000222111120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,210,201,120,012201120111000222120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,210,202,120,012201120222111000120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,210,210,120,012201120012201120120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,210,211,120,012201120120012201120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,210,212,120,012201120201120012120,261,1500,1248,252,9000,7488,1512,3576,2064,345,-12,18,360,504,216,216,216
affine,210,220,120,012201120021210102120,261,1500,1248,252,9000,7488,1512,3642,2130,366,-12,18,360,504,216,216,216
affine,210,221,120,012201120102021210120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,210,222,120,012201120210102021120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
affine,211,000,120,120012201000000000120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,211,001,120,120012201111111111120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,211,002,120,120012201222222222120,252,1368,795,573,8208,4770,3438,3768,330,123,-6,18,594,792,1080,432,540
affine,211,010,120,120012201012012012120,198,1422,885,537,8532,5310,3222,3492,270,84,-6,18,594,576,756,432,864
affine,211,011,120,120012201120120120120,198,1422,885,537,8532,5310,3222,3558,336,117,-6,18,594,576,756,432,864
affine,211,012,120,120012201201201201120,198,1422,885,537,8532,5310,3222,3432,210,54,-6,18,594,576,756,432,864
affine,211,020,120,120012201021021021120,225,1449,840,609,8694,5040,3654,3768,114,33,-6,16,594,684,1080,432,864
affine,211,021,120,120012201102102102120,171,1431,930,501,8586,5580,3006,3306,300,96,-6,18,594,576,540,432,864
affine,211,022,120,120012201210210210120,198,1440,885,555,8640,5310,3330,3618,288,105,-4,18,594,630,810,432,864
affine,211,100,120,120012201000111222120,306,1341,1128,213,8046,6768,1278,2286,1008,297,-6,14,270,792,-108,108,216
affine,211,101,120,120012201111222000120,225,1683,1344,339,10098,8064,2034,3528,1494,252,-12,18,378,414,756,270,216
affine,211,102,120,120012201222000111120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,211,110,120,120012201012120201120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,211,111,120,120012201120201012120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,211,112,120,120012201201012120120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,211,120,120,120012201021102210120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,211,121,120,120012201102210021120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,211,122,120,120012201210021102120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,211,200,120,120012201000222111120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,211,201,120,120012201111000222120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,211,202,120,120012201222111000120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,211,210,120,120012201012201120120,261,1500,1248,252,9000,7488,1512,3576,2064,345,-12,18,360,504,216,216,216
affine,211,211,120,120012201120012201120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,211,212,120,120012201201120012120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,211,220,120,120012201021210102120,261,1500,1248,252,9000,7488,1512,3642,2130,366,-12,18,360,504,216,216,216
affine,211,221,120,120012201102021210120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,211,222,120,120012201210102021120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
affine,212,000,120,201120012000000000120,252,1368,795,573,8208,4770,3438,3768,330,123,-6,18,594,792,1080,432,540
affine,212,001,120,201120012111111111120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,212,002,120,201120012222222222120,252,1449,795,654,8694,4770,3924,4092,168,69,-6,18,594,792,1080,432,1026
affine,212,010,120,201120012012012012120,198,1422,885,537,8532,5310,3222,3492,270,84,-6,18,594,576,756,432,864
affine,212,011,120,201120012120120120120,198,1422,885,537,8532,5310,3222,3558,336,117,-6,18,594,576,756,432,864
affine,212,012,120,201120012201201201120,198,1422,885,537,8532,5310,3222,3432,210,54,-6,18,594,576,756,432,864
affine,212,020,120,201120012021021021120,171,1431,930,501,8586,5580,3006,3306,300,96,-6,18,594,576,540,432,864
affine,212,021,120,201120012102102102120,198,1440,885,555,8640,5310,3330,3618,288,105,-4,18,594,630,810,432,864
affine,212,022,120,201120012210210210120,225,1449,840,609,8694,5040,3654,3768,114,33,-6,16,594,684,1080,432,864
affine,212,100,120,201120012000111222120,306,1341,1128,213,8046,6768,1278,2286,1008,297,-6,14,270,792,-108,108,216
affine,212,101,120,201120012111222000120,225,1683,1344,339,10098,8064,2034,3528,1494,252,-12,18,378,414,756,270,216
affine,212,102,120,201120012222000111120,198,1683,1416,267,10098,8496,1602,2916,1314,279,-8,18,378,576,162,270,216
affine,212,110,120,201120012012120201120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,212,111,120,201120012120201012120,270,1488,1224,264,8928,7344,1584,3330,1746,336,-12,16,342,594,216,216,216
affine,212,112,120,201120012201012120120,270,1488,1224,264,8928,7344,1584,3330,1746,354,-12,16,342,594,216,216,216
affine,212,120,120,201120012021102210120,270,1488,1224,264,8928,7344,1584,3264,1680,348,-12,18,342,594,216,216,216
affine,212,121,120,201120012102210021120,270,1488,1224,264,8928,7344,1584,3300,1716,357,-12,18,342,594,216,216,216
affine,212,122,120,201120012210021102120,270,1488,1224,264,8928,7344,1584,3354,1770,366,-12,18,342,594,216,216,216
affine,212,200,120,201120012000222111120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,212,201,120,201120012111000222120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,212,202,120,201120012222111000120,234,1608,1320,288,9648,7920,1728,3186,1458,279,-12,18,360,504,432,216,216
affine,212,210,120,201120012012201120120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,212,211,120,201120012120012201120,261,1500,1248,252,9000,7488,1512,3576,2064,345,-12,18,360,504,216,216,216
affine,212,212,120,201120012201120012120,261,1500,1248,252,9000,7488,1512,3648,2136,363,-12,18,360,504,216,216,216
affine,212,220,120,201120012021210102120,261,1500,1248,252,9000,7488,1512,3642,2130,366,-12,18,360,504,216,216,216
affine,212,221,120,201120012102021210120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,212,222,120,201120012210102021120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
affine,220,000,120,021210102000000000120,252,1449,795,654,8694,4770,3924,4092,168,69,-4,18,594,792,1080,432,1026
affine,220,001,120,021210102111111111120,252,1449,795,654,8694,4770,3924,4092,168,69,-4,18,594,792,1080,432,1026
affine,220,002,120,021210102222222222120,252,1449,795,654,8694,4770,3924,4092,168,69,-4,18,594,792,1080,432,1026
affine,220,010,120,021210102012012012120,225,1431,840,591,8586,5040,3546,3708,162,72,-4,16,594,630,1026,432,864
affine,220,011,120,021210102120120120120,171,1422,930,492,8532,5580,2952,3258,306,81,-6,18,594,576,486,432,864
affine,220,012,120,021210102201201201120,198,1413,885,528,8478,5310,3168,3402,234,81,-4,16,594,522,756,432,864
affine,220,020,120,021210102021021021120,198,1440,885,555,8640,5310,3330,3522,192,66,-6,18,594,630,810,432,864
affine,220,021,120,021210102102102102120,198,1440,885,555,8640,5310,3330,3522,192,66,-6,18,594,630,810,432,864
affine,220,022,120,021210102210210210120,198,1440,885,555,8640,5310,3330,3522,192,66,-6,18,594,630,810,432,864
affine,220,100,120,021210102000111222120,306,1350,1128,222,8100,6768,1332,2286,954,261,-6,12,270,792,-54,108,216
affine,220,101,120,021210102111222000120,198,1656,1416,240,9936,8496,1440,3114,1674,297,-10,18,378,522,54,270,216
affine,220,102,120,021210102222000111120,225,1701,1344,357,10206,8064,2142,3330,1188,234,-10,18,378,468,810,270,216
affine,220,110,120,021210102012120201120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,220,111,120,021210102120201012120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,220,112,120,021210102201012120120,270,1488,1224,264,8928,7344,1584,3342,1758,351,-12,18,342,594,216,216,216
affine,220,120,120,021210102021102210120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,220,121,120,021210102102210021120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,220,122,120,021210102210021102120,270,1515,1224,291,9090,7344,1746,3396,1650,324,-12,18,342,594,216,216,378
affine,220,200,120,021210102000222111120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,220,201,120,021210102111000222120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,220,202,120,021210102222111000120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,220,210,120,021210102012201120120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,220,211,120,021210102120012201120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,220,212,120,021210102201120012120,261,1500,1248,252,9000,7488,1512,3582,2070,369,-12,18,360,504,216,216,216
affine,220,220,120,021210102021210102120,261,1500,1248,252,9000,7488,1512,3636,2124,279,-12,18,360,504,216,216,216
affine,220,221,120,021210102102021210120,261,1500,1248,252,9000,7488,1512,3600,2088,405,-12,18,360,504,216,216,216
affine,220,222,120,021210102210102021120,261,1500,1248,252,9000,7488,1512,3636,2124,387,-12,18,360,504,216,216,216
affine,221,000,120,102021210000000000120,252,1368,795,573,8208,4770,3438,3768,330,123,-4,18,594,792,1080,432,540
affine,221,001,120,102021210111111111120,252,1368,795,573,8208,4770,3438,3768,330,123,-4,18,594,792,1080,432,540
affine,221,002,120,102021210222222222120,252,1368,795,573,8208,4770,3438,3768,330,123,-4,18,594,792,1080,432,540
affine,221,010,120,102021210012012012120,198,1413,885,528,8478,5310,3168,3402,234,81,-4,16,594,522,756,432,864
affine,221,011,120,102021210120120120120,225,1431,840,591,8586,5040,3546,3708,162,72,-4,16,594,630,1026,432,864
affine,221,012,120,102021210201201201120,171,1422,930,492,8532,5580,2952,3258,306,81,-6,18,594,576,486,432,864
affine,221,020,120,102021210021021021120,198,1440,885,555,8640,5310,3330,3534,204,66,-4,18,594,630,810,432,864
affine,221,021,120,102021210102102102120,198,1440,885,555,8640,5310,3330,3534,204,66,-4,18,594,630,810,432,864
affine,221,022,120,102021210210210210120,198,1440,885,555,8640,5310,3330,3534,204,66,-4,18,594,630,810,432,864
affine,221,100,120,102021210000111222120,306,1350,1128,222,8100,6768,1332,2286,954,261,-6,12,270,792,-54,108,216
affine,221,101,120,102021210111222000120,198,1656,1416,240,9936,8496,1440,3114,1674,297,-10,18,378,522,54,270,216
affine,221,102,120,102021210222000111120,225,1701,1344,357,10206,8064,2142,3330,1188,234,-10,18,378,468,810,270,216
affine,221,110,120,102021210012120201120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,221,111,120,102021210120201012120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,221,112,120,102021210201012120120,270,1488,1224,264,8928,7344,1584,3324,1740,342,-12,18,342,594,216,216,216
affine,221,120,120,102021210021102210120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,221,121,120,102021210102210021120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,221,122,120,102021210210021102120,270,1461,1224,237,8766,7344,1422,3264,1842,357,-10,18,342,594,216,216,54
affine,221,200,120,102021210000222111120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,221,201,120,102021210111000222120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,221,202,120,102021210222111000120,234,1608,1320,288,9648,7920,1728,3186,1458,273,-12,18,360,504,432,216,216
affine,221,210,120,102021210012201120120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
affine,221,211,120,102021210120012201120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
affine,221,212,120,102021210201120012120,261,1500,1248,252,9000,7488,1512,3648,2136,336,-12,18,360,504,216,216,216
