id,minimal_size,representative,function_signature_base9_on_M2,sha256_signature
323,12,((((((x*x)*y)*y)*(x*x))*x)*(((x*y)*x)*(x*y))),000222111000111222000111222333444555555444333333444555666777888666777888777666888,ff14380e07165cb1fdcc6059ed95de21fc113bcea970706c29c33f92f85238b9
324,11,((((x*x)*(x*y))*x)*(((x*y)*x)*((x*y)*y))),000222111111111222222111222333333555555444333333555555666777666666777777777666888,a1083f259aadb525665a740d9368ad7167d9afffaae5fc1088523fa07eefc51c
325,12,((((((x*x)*y)*x)*(x*y))*(x*x))*((x*(y*x))*x)),012111222100222111200222111555434333333345555555454333777666886777666887666777678,d6b9772c2e50d0d6d78472e59019db3d46f35422e8e6bbb34ce317c2ae7e241f
326,11,(((((x*x)*y)*y)*x)*(((x*x)*x)*((x*y)*x))),012000000011222222022111111555343555444345444333545333777777668666666778888888678,73fd591fd7ddc306e0240e1249c9b27561748b30b1e76b824fe42cf2e7fd11a5
327,12,(((((((x*x)*y)*y)*x)*(x*y))*(x*x))*((x*y)*x)),000111222000222111000222111555444333333444555555444333777666888777666888666777888,345d46e32f2b0a480a43a796ceee008c441a04b1b2b1e1530a462f1168a01aa0
328,9,((((y*x)*x)*y)*(((y*y)*x)*(x*y))),021545778022545778011545778022545668022543668022343668011343778011343668011343768,58206f25608361ca6078a6dbe6397903b152b789e0abff465b95b47f1b1d73aa
329,9,((((y*x)*x)*(x*x))*(((y*y)*x)*y)),000545778222545778111545778022555668022444668022333668011343777011343666011343888,97f4ae123ff9fc2528193422bcfc18c592503ba9e8ab358eff5359a872ebb984
330,9,((((y*x)*x)*(y*x))*(((y*x)*x)*y)),000434886222434886111434886100555887100444887100333887200454777200454666200454888,29e1332912503e85ce6d4679776c613fb5ec6ecc7e6af10b4211a9798e528104
331,9,((((y*x)*x)*y)*(((y*y)*x)*(y*x))),021434886022434886011434886100545887100543887100343887200454778200454668200454768,6597f074c1b1396fd81342387b9bab51ef9a29e4a315ee6568deeab9b6f32cdc
332,9,((((y*x)*x)*(x*x))*(((y*x)*x)*y)),012545778022545778011545778022545668022345668022343668011343778011343668011343678,4b829ce924f43b2a42c9ccfe7847b163dfaa48c22bb6bd661a33829defeebe7a
333,9,(((((y*x)*x)*y)*((y*x)*x))*(y*y)),012343668022343668011343668011545778011345778011343778022545778022545668022545678,222c4666dcaec28a555459f95494366963df986fa30720676b8b059af26be0c7
334,9,(((((y*x)*x)*y)*((y*y)*x))*(y*y)),000343668222343668111343668011555778011444778011333778022545777022545666022545888,64b344da9b089c9b20ab9bf4413c4401c4bdb5b5775c4afe31770a86b6a36bf2
335,9,((((y*y)*x)*y)*((y*(x*x))*(y*x))),012434886021434886021434886100543887100345887100543887200454768200454768200454678,50a3d82a9f8434798898227f2e0a81f4e779882f91af5a602d527ec61c861934
336,11,((((y*x)*(y*y))*((y*x)*y))*(((y*x)*x)*y)),012535776021535776021535776122543667122345667122543667211353768211353768211353678,5113797b4c98b33c35499655362cedc35378248f74ee0d42ad60de92bfebec82
337,9,((((y*x)*x)*(x*x))*((y*(x*y))*y)),000545778122545778211545778022535668022444668022353668011343776011343667011343888,c6166be2d680e1bc84ab3263606ada5f68cf576081fdf8d8de304d65a864a45e
338,9,((((y*y)*x)*(y*x))*((y*(x*y))*y)),000434886122434886211434886100535887100444887100353887200454776200454667200454888,f4a240d1980e6c7966dd8ecdcb512d95aa32ad6ca907191ab0229e3779252245
339,9,((((y*x)*x)*(y*x))*(((y*y)*x)*y)),012434886022434886011434886100545887100345887100343887200454778200454668200454678,3980aa3f92da7859ddc18a17550863969a882ecaae3159048fc88641493893df
340,9,(((((y*y)*x)*y)*((y*x)*x))*(y*y)),000343668122343668211343668011535778011444778011353778022545776022545667022545888,8f1f7585d8007292c9071890c40621a95a7917aca7d26cf9b6a6aaca0cf06d98
341,11,((((y*x)*(y*y))*((y*x)*y))*((y*(x*y))*y)),000535776121535776221535776122533667122444667122553667211353766211353767211353888,22c924086b53d5fe359c8ccfb4333e2f209da4452ef65278f41f4dc136b6938b
342,9,((((y*x)*y)*y)*((y*(x*x))*(y*x))),012355677021355677021355677212543676212345676212543676112335768112335768112335678,32dfb90c65075676f703f0195829ca1adb2725935e9ef935eecfd3c81719012c
343,9,((((y*x)*y)*y)*((y*(x*y))*(y*x))),000355677121355677221355677212533676212444676212553676112335766112335767112335888,804bde66de2216e1c6e03935a2b1cbff2d068593b40ff3e319a364d306dbd70c
344,9,((((y*x)*y)*(y*y))*(((y*x)*y)*y)),012345678021345678021345678012543678012345678012543678012345768012345768012345678,1ca07fd64954e17655872b92d19df7ffdc6d75a704202f55237619b78af547fd
345,9,((((y*x)*x)*(y*x))*(((y*x)*y)*y)),012355677022355677011355677212545676212345676212343676112335778112335668112335678,d249e736df3b8a430c8ccf3954f83a776eccbdd169caae4e942d0da1d4758b75
346,8,((((((y*x)*y)*x)*y)*y)*(y*y)),000355677000355677000355677212444676212444676212444676112335888112335888112335888,f3250f4b4335794b050d8143d7350f5e7d1afb1464a14962ea819ade17fc0243
347,9,((((y*x)*y)*y)*(((y*y)*x)*(y*x))),000355677122355677211355677212535676212444676212353676112335776112335667112335888,d4f5c35e86bed3f75e125d5e04a88529c1cfb7aa40ceb67761e6bbc44c8f7afe
348,11,((((((y*x)*y)*x)*y)*(y*y))*(((y*x)*y)*y)),000345678121345678221345678012533678012444678012553678012345766012345767012345888,54a1c133f054f6b79ae4295bc1fa3d9d2907591283af00569ea8dec0909db331
349,11,(((((y*x)*x)*y)*(((y*y)*y)*(x*y)))*(y*y)),000343668112343668212343668011335778011444778011355778022545676022545677022545888,c5e1fa14117f470c16d8749c1d203c96122cc015e9e4140c3603640fbcea5924
350,12,((((((y*x)*x)*y)*(y*x))*(y*y))*(((y*x)*x)*y)),012535776100535776200535776122434667122345667122454667211353886211353887211353678,3eb54c38dfa2b1452296e327c15b78c0fddeea861665ca4c4d602cd5348cafab
351,11,(((((y*x)*y)*x)*y)*(((y*x)*y)*((y*y)*y))),000543768112543768212543768021335768021444768021355768021543676021543677021543888,c243af4e188551b2c53e544d670d2faaa4338b806b0efc3df1b4e00b6c003e09
352,12,(((((((y*x)*y)*x)*y)*(y*x))*(y*y))*((y*x)*y)),000535776000535776000535776122444667122444667122444667211353888211353888211353888,19b6291347709471035d7ec97073b68c3d669947569ef4f74f141d70d272e67d
353,10,((((y*x)*(y*y))*y)*(((y*x)*y)*(y*x))),021353667100353667200353667211434776211543776211454776122535886122535887122535768,0e61d625a2706e9cf5c0f0a1b712c9fa1782c4bae3481d2f47f8060dc9b2c307
354,11,(((((y*x)*x)*y)*(y*x))*(((y*x)*(y*y))*y)),021353667012353667012353667211345776211543776211345776122535678122535678122535768,805a50f7ed51ecc302e783c724cc6614d4ec666468b67a0fca7322f7c776f364
355,11,(((((y*y)*x)*y)*(y*x))*(((y*x)*(y*y))*y)),000353667112353667212353667211335776211444776211355776122535676122535677122535888,deae68635b97d688d0298c4ce004b1e89b8c8bd1e39600bba56bc29398b670a7
356,11,((((y*x)*(y*y))*y)*(((y*x)*x)*((y*x)*y))),012353667012353667012353667211345776211345776211345776122535678122535678122535678,824e1e153222957bb62ab7b38910a9338edd27819d7471cb6a21a76d24f352fa
357,12,(((((y*x)*x)*(y*y))*y)*(((y*x)*x)*((y*x)*y))),012353667100353667200353667211434776211345776211454776122535886122535887122535678,6dacd97f1433b9131bd2d9c356a70f18def6b2d5f1d786d081379febac2210c9
358,12,((((((y*x)*y)*x)*(y*y))*y)*(((y*x)*y)*(y*x))),000353667000353667000353667211444776211444776211444776122535888122535888122535888,5cd266871e38b7521d47dd39b25e6d7839e2d32bc86011cbd943c1006e85076a
359,11,((((y*x)*(y*y))*((y*x)*y))*(((y*y)*x)*y)),000535776221535776121535776122553667122444667122533667211353767211353766211353888,cd0a3cbcc6f3e7c48a9c66f40743a438973db84cfed720d96c5dd717be51d0fc
360,11,(((((x*x)*y)*(x*x))*x)*(((x*y)*x)*(x*y))),012222111022111222011111222333545555555345333333343555666777778666777668777666678,b335afba9900dbc95ddf83362228aa1e7d6e0e553ad6a64e1c015d994767e38a
361,11,(((((x*y)*y)*(x*x))*x)*(((x*y)*x)*(x*y))),000222111222111222111111222333555555555444333333333555666777777666777666777666888,b6db25cd8042750e1a4d653bdbc840c24d311fcf96a3d6601de35ab32902f1d6
362,11,((((x*y)*x)*((x*y)*y))*(((x*y)*x)*(x*x))),000222111122111222211111222333535555555444333333353555666777776666777667777666888,aa3f4cea8eae7007c5d99b3ff3a91d5fa9ba6a4e919ceb36aed1a27f5f560eaa
363,11,(((((x*x)*y)*(x*y))*x)*(((x*x)*y)*(y*y))),021222111021000000021000000444543444555543333444543444888888768888888768777666768,6efaf95002a50c887b4b4d3c5f920803c2e2851d14d2327ed5f478567e5dc100
364,11,(((((x*x)*y)*(x*y))*x)*(((x*x)*y)*(y*x))),000222111221000000121000000444553444555444333444533444888888767888888766777666888,d794bd21624af6d3e7f265aefd52615ac1f255de1dd4a06c5beefb64e06a4a0c
365,9,(((((x*x)*y)*x)*((x*y)*y))*(x*y)),000222111121000000221000000444533444555444333444553444888888766888888767777666888,07b51bdf7c9a87974e150840f5f9ababd201a85a8678d455b41dd89315cc6f7f
366,9,(((((x*x)*y)*x)*((x*x)*y))*(x*y)),012222111021000000021000000444543444555345333444543444888888768888888768777666678,c073c5c34f0caf73e06491af446cbc5e24d745f99ea9f01e06ca9dd4b532cfdb
367,9,(((((x*x)*y)*x)*((x*x)*y))*(x*x)),000000000221111222121111222333553555444444444333533555666777767666777766888888888,202725483ff99f15a26075005fefb4c081d0436dac72043cc736ce63ff86ac82
368,7,(((((x*x)*y)*(x*x))*x)*x),012222111022222222011111111555545555555345333333343333777777778666666668777666678,cdda5ee41397a6a1aafb9e7a38477597d065e0b645144b9e72e2cf9c862e1896
369,7,(((((x*y)*y)*(x*x))*x)*x),000222111222222222111111111555555555555444333333333333777777777666666666777666888,a504f31bd5e096cd5c094e20010649034720c94ca92809c065c21e1e6f966489
370,11,((((x*x)*x)*((x*y)*x))*(((x*x)*y)*(x*y))),012222111021222222021111111555543555555345333333543333777777768666666768777666678,4fdff4f0a8b95b914da02670b7bbc32e1be6a6f111ef79c709862b5eba282ece
371,8,((((((x*x)*y)*y)*(x*x))*x)*x),000222111000222222000111111555444555555444333333444333777777888666666888777666888,9871f0b8f4ff128da0612a51813a556b0b955c24bdef3987406f3809edac9881
372,11,((((x*x)*x)*((x*y)*x))*(((x*y)*y)*(x*y))),000222111221222222121111111555553555555444333333533333777777767666666766777666888,c6d2a53b4bb669538f610574c326f8b785c96e03cbd3a428cbe6af34c7d5527f
373,9,(((((y*x)*x)*y)*((y*x)*x))*(y*x)),000454887122454887211454887200535886200444886200353886100434776100434667100434888,3642a64690d03acdd5f11993b9bc5370f4229cba45017c751e4f32906a1e392f
374,11,(((((y*x)*x)*(y*y))*y)*(((y*y)*x)*(y*x))),021454887022454887011454887200545886200543886200343886100434778100434668100434768,b8f2ad9dcc3fb317e02b531b280ff50052384fe8df5c837a3490b55d43ebebc1
375,11,(((((y*x)*x)*(y*y))*y)*(((y*x)*x)*(y*x))),000454887222454887111454887200555886200444886200333886100434777100434666100434888,6c0c307a1b1e9d012de5b1396814b72d665a2e7c96d51e693016d4c96d5282e9
376,9,(((((y*x)*x)*y)*((y*y)*x))*(y*x)),012454887022454887011454887200545886200345886200343886100434778100434668100434678,bfb2d960bfd4c75680d385db896d8debb6173abbcad5ef512298352afe2f83fa
377,7,(((((y*x)*x)*(y*y))*y)*y),021553767021553767021553767221543766221543766221543766121533768121533768121533768,12f44f80eaaba23f6604e3db90e9b6c0a7dc0d226703c59821bce66eb8b0ec59
378,7,(((((y*y)*x)*(y*y))*y)*y),000553767121553767221553767221533766221444766221553766121533766121533767121533888,f2d767d948ce81f4413dfbaa1ba5c62e886c9d905d4a952c9f96b55030830997
379,9,(((((y*y)*x)*y)*((y*y)*x))*(y*y)),021343668022343668011343668011545778011543778011343778022545778022545668022545768,78969a350d389720f2d1e20b58a7c74800704647581dd7d01037c2141b5864c5
380,11,((((y*x)*x)*(y*x))*(((y*x)*y)*((y*y)*y))),021553767022553767011553767221545766221543766221343766121533778121533668121533768,2154b429a02c189ba12b01babac1812edc26c39a2e4c1493b9b02a5d53c681fe
381,8,((((((y*x)*y)*x)*(y*y))*y)*y),000553767000553767000553767221444766221444766221444766121533888121533888121533888,cbeca0a63983108741dff668bedbe23b392a6baa2f9098f0e12bdea1b13de3c4
382,11,((((y*x)*y)*((y*y)*y))*(((y*y)*x)*(y*x))),000553767122553767211553767221535766221444766221353766121533776121533667121533888,5406221b000eae9f868f541fe95995c2c2a373321ff1a660eae170dad3e6c7f2
383,11,(((((y*x)*x)*(y*y))*y)*(((y*x)*y)*(y*x))),021353667021353667021353667211543776211543776211543776122535768122535768122535768,5065ee3bf415ed0306ce8e765aa7380352368d1cca817a8903907858ef476645
384,11,(((((y*y)*x)*(y*y))*y)*(((y*x)*y)*(y*x))),000353667121353667221353667211533776211444776211553776122535766122535767122535888,1016faa3fe0a2016e3ab954466d8c119a5ca777cec4b2bb7b7d60dfafc546283
385,11,((((y*x)*x)*((y*x)*y))*(((y*x)*y)*(y*y))),012353667021353667021353667211543776211345776211543776122535768122535768122535678,bb77bf95993c97ea3a486f1131b55a7832052753f46381054f7eeada30bda45e
386,7,((((x*(y*x))*(x*x))*x)*x),021222111022222222011111111555545555555543333333343333777777778666666668777666768,10f4d325963a8a90c33087eebdc9255793c31e854d3c572128819092a0173324
387,8,(((((x*x)*(y*x))*(x*x))*x)*x),021222111200222222100111111555454555555543333333434333777777887666666886777666768,db1b08592c13559398ec50184c42268217b20aebc2d9a77b9c53226c926b311f
388,7,((((y*(x*y))*(y*y))*y)*y),000553767221553767121553767221553766221444766221533766121533767121533766121533888,092bab457042b6c0e91edc336ae97616f987fefb829b2badd0c56598de7def9b
389,8,(((((y*x)*(x*x))*(y*y))*y)*y),021553767200553767100553767221454766221543766221434766121533887121533886121533768,fd0f76636ab5958afade0788ef75affcb0d0faeefd2bab95ace3f1df311c9928
390,7,((((x*(y*x))*x)*x)*(x*x)),021222111011111111022222222333343333555543333555545555666666668777777778777666768,04f6417048560fd5d05937501e57d435ba370fa09e2c405137e051948fe88cc3
391,7,(((((x*y)*y)*x)*x)*(x*x)),000222111111111111222222222333333333555444333555555555666666666777777777777666888,1a499688bb8a6d5468dfdee78cb95b1d2de4e29875ce89fe081b98cb214728cb
392,7,(((((x*x)*y)*x)*x)*(x*x)),012222111011111111022222222333343333555345333555545555666666668777777778777666678,f90a2b76af6a0703933ea7930c74838deb07c44ead8fae69822566c58d303896
393,8,(((((x*x)*(y*x))*x)*x)*(x*x)),021222111100111111200222222333434333555543333555454555666666886777777887777666768,ed0566539829951dd2e914552b7549d89bdd60ce87f7af29fb00f6a51f2c268b
394,11,((((((x*x)*y)*(x*y))*x)*(x*x))*((x*y)*x)),021111222011222222022111111555343555333543555333545333777777668666666778666777768,d82d5ebb8ca10943873eeba45b96fb01fed8b668922ad9b0c050718ec6fd7e7c
395,11,((((((x*y)*y)*(x*y))*x)*(x*x))*((x*y)*x)),000111222211222222122111111555353555333444555333535333777777667666666776666777888,591037a90d5230e10bfff129c1591fce3a1d20370b1e40342ac1561fddaa697b
396,11,(((((x*x)*y)*(x*y))*(((x*y)*x)*x))*(x*x)),021111222012222222012111111555345555333543555333345333777777678666666678666777768,3da4ad82b34d0d2978e8d075137e0b20b5966207ab5a42ed8569cd09f8c79ac5
397,11,(((((x*y)*x)*x)*(((x*y)*y)*(x*y)))*(x*x)),000111222212222222112111111555355555333444555333335333777777677666666676666777888,21233a6886969b0d5ae34e9a04379e595ff930a853d1f502c9eef338bb3e0d86
398,11,(((((((x*x)*y)*y)*x)*x)*(x*x))*((x*y)*x)),021000000011222222022111111555343555444543444333545333777777668666666778888888768,18b65e3c188fa870feb29e7d23cb7f9ad6f428f8e6f136fe023774fe388342b1
399,11,(((((x*x)*y)*(y*y))*(((x*x)*y)*x))*(x*x)),000000000212111222112111222333355555444444444333335555666777677666777676888888888,85beb04c8d9bbbe7b7d89aa27e55a86d8b19c13ad15e157f319b98d4ed1f7043
400,11,(((((x*x)*y)*(x*y))*(x*y))*(((x*y)*y)*x)),021000000012111222012111222333345555444543444333345555666777678666777678888888768,e8969425d2114800f3cb4977167f7d994defd5292601a167712aa788647b925d
401,9,(((((x*y)*y)*x)*(x*y))*((x*y)*y)),021222111012000000012000000444345444555543333444345444888888678888888678777666768,8d0f197e017246846a82cc7f9f9e7fd07239d080d8a8abc1b31c8f1c95b48b7d
402,13,((((((x*x)*y)*y)*(x*x))*x)*((((x*y)*y)*x)*(x*y))),021222111011111222022111222333343555555543333333545555666777668666777778777666768,ffcdcce8270b8a86aab4750af6fae3b14ab25e94681f0952278f82f1b1276c62
403,11,(((((x*x)*y)*(y*x))*(((x*x)*y)*x))*(x*x)),012000000012111222012111222333345555444345444333345555666777678666777678888888678,e6de9bbcad063153533e4648d4db4a9a963d1a6d615d580f9aba95735725e327
404,11,(((((x*x)*y)*(x*y))*(x*y))*(((x*x)*y)*x)),000000000112111222212111222333335555444444444333355555666777676666777677888888888,c4340f4b04d01a817b21cad9aeebf24a0862c68d99b81153886f76508437ae9d
405,12,((((((x*x)*x)*y)*((x*y)*x))*(x*x))*((x*y)*x)),021111222200222111100222111555454333333543555555434333777666887777666886666777768,12a9a4e3407ede2a94448f54bc720bfd0bcec5ce7eeab1b66f55afb586fc1b53
406,13,((((((x*x)*x)*y)*(x*x))*((x*y)*x))*(((x*y)*y)*x)),000111222222222111111222111555555333333444555555333333777666777777666666666777888,6f973255c9976d71d035086e8d60f6811803da85e13faed8d43a7a674c41dbf8
407,12,(((((x*x)*(y*x))*(x*x))*x)*(((x*y)*x)*(x*y))),021222111200111222100111222333454555555543333333434555666777887666777886777666768,45faef5fbc10d1f9f1ae1e8fdb8cb7361efd4802080fc825e5fc59ab69750785
408,11,((((((x*x)*y)*y)*x)*x)*(((x*x)*x)*(x*y))),021000000022111111011222222333545333444543444555343555666666778777777668888888768,5c244ca6dfdf3d3c78179497d83358b2f148e0321b557e4c45171e25bc986caa
409,11,((((((x*x)*y)*x)*(x*y))*(x*x))*((x*y)*x)),021111222011222111022222111555343333333543555555545333777666668777666778666777768,bfe2ccc09c8abbad972934d01f07bfae3ae478d26320605a343c424d1f99f38e
410,11,((((((x*y)*y)*x)*(x*y))*(x*x))*((x*y)*x)),000111222111222111222222111555333333333444555555555333777666666777666777666777888,15a6f6a97605b6631b0355b3300a7cd88db569b7e7600fa1096e7b11394cce08
411,11,(((((x*y)*x)*((x*y)*y))*(x*x))*((x*y)*x)),000111222211222111122222111555353333333444555555535333777666667777666776666777888,76b30f8a81556dee131bd393c972f1ec35869ea777382e6fe09803431230102e
412,11,(((((x*x)*y)*(x*x))*(x*y))*((x*(y*x))*x)),012111222012000000012000000444345444333345555444345444888888678888888678666777678,c5aaa17913ef8ba015893ca99c16c646d15df745fac7970b45df2f68a4024797
413,11,(((((x*x)*y)*(x*y))*(x*x))*(((x*y)*y)*x)),000111222112000000212000000444335444333444555444355444888888676888888677666777888,5d265d9f243b808851395970685da6929ae13d222c2ca4021b3e1bb2e311e9e3
414,11,((((((x*x)*y)*x)*((x*y)*y))*(x*y))*(x*x)),000111222212000000112000000444355444333444555444335444888888677888888676666777888,d8cf532871cb7c6fec13f58a936cb4a4d7b2289ce34b34a2709bc122952357fe
415,11,((((((x*x)*y)*x)*((x*x)*y))*(x*y))*(x*x)),021111222012000000012000000444345444333543555444345444888888678888888678666777768,bd520b3a33b52da098425454c0f0141018c6027ddc495433de61e73607b11f73
416,13,(((((x*x)*(x*y))*x)*x)*((((x*x)*y)*(x*x))*(x*y))),021111222012111111012222222333345333333543555555345555666666678777777678666777768,25aa954dc834e728d363f686ee91c05defcb535afb22ee4b8fb1bcb47cbe30c2
417,13,(((((x*x)*(x*y))*x)*x)*((((x*x)*y)*(y*x))*(x*y))),000111222112111111212222222333335333333444555555355555666666676777777677666777888,c1869a2009286c0ff9bf425457b08b37d6b6f9f5ef3f59fb88aac0be02f3d07b
418,7,(((((y*x)*x)*y)*y)*(y*y)),012355677012355677012355677212345676212345676212345676112335678112335678112335678,b92015f24bbd3908823273d1f0067283da0fa3e2c1042d76a01b4c214f93a412
419,7,((((y*(x*y))*y)*y)*(y*y)),000355677212355677112355677212355676212444676212335676112335677112335676112335888,941330edecb753d205bd12707e6ee4c65514100940db1ec084dd836c91ec040b
420,8,(((((y*x)*(x*x))*y)*y)*(y*y)),012355677200355677100355677212454676212345676212434676112335887112335886112335678,999be186669975d8ba1c298a215dccb1e33660fe9bd2a03a50198809d9c149a8
421,7,(((((y*y)*x)*y)*y)*(y*y)),000355677112355677212355677212335676212444676212355676112335676112335677112335888,a02935e1c4a2edb52655abe611489d9942048a2aebdf39c812bdefa54ebf5810
422,11,(((((y*x)*x)*(x*y))*(y*y))*(((y*y)*x)*y)),012343668011343668022343668011343778011345778011545778022545668022545778022545678,801786f0b60c9792e881fda2b1986cd6f55adc7c5b3f16015b31ba88e2acd132
423,11,(((((y*x)*x)*(x*x))*(((y*y)*x)*y))*(y*y)),000343668111343668222343668011333778011444778011555778022545666022545777022545888,76f037ff355be5ebb63d638bad131b04021a9011095f3511d361c6634ff09665
424,11,(((((y*x)*x)*(x*x))*(((y*x)*x)*y))*(y*y)),021343668011343668022343668011343778011543778011545778022545668022545778022545768,9d08902bed80daf41d2b0d0ed266bd665ba5724b7745f22ceddd1813bffa5c98
425,11,(((((y*x)*x)*(x*x))*((y*(x*y))*y))*(y*y)),000343668211343668122343668011353778011444778011535778022545667022545776022545888,73d440393d971e46bda02e85648cb5d6808bfe516202e54e87635c7ad3eaa231
426,9,(((((y*x)*x)*y)*(y*x))*((y*x)*x)),000454887211454887122454887200353886200444886200535886100434667100434776100434888,83e3ae4408a8610738b12abf1a639842b2b523d82e095e1dd9f4d0efcf60496c
427,13,((((((y*x)*y)*x)*(y*y))*y)*((((y*x)*x)*y)*(y*x))),000353667212353667112353667211355776211444776211335776122535677122535676122535888,44cf269356c194c7a13893c8ea504a9b3ff8d5e1e2d1c0b115980b5dbda149f1
428,11,((((((y*x)*x)*(y*x))*y)*(y*y))*((y*x)*y)),021533766012533766012533766121345767121543767121345767221553678221553678221553768,45babbb38825065b7e0209001b256116cfa1c8ca84600ddec725dbb84ca6171f
429,11,((((((y*y)*x)*(y*x))*y)*(y*y))*((y*x)*y)),000533766212533766112533766121355767121444767121335767221553677221553676221553888,6c2e07b036964d79cfce33a6b445fe7fea6afa24903410223d59d15f87e84b4b
430,11,(((((y*x)*x)*(y*x))*(((y*x)*y)*y))*(y*y)),021533766011533766022533766121343767121543767121545767221553668221553778221553768,a7b9a3aae30596c70ca79db9edd3dc0bd292e231e8df7b8d2783449884403b86
431,11,(((((y*x)*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),000533766211533766122533766121353767121444767121535767221553667221553776221553888,67d7cca3c50867cfea0d77e56b95eb5c519624c31a6a3182e990c1b92484e1b6
432,11,(((((((y*x)*y)*x)*y)*y)*(y*y))*((y*x)*y)),000543768212543768112543768021355768021444768021335768021543677021543676021543888,2cef0c1cee8bdec46f4f178de41670d6cabbbc2cfdd0e74031f640c447c4a571
433,12,(((((y*x)*(x*x))*(y*y))*y)*(((y*x)*y)*(y*x))),021353667200353667100353667211454776211543776211434776122535887122535886122535768,1e7f3a35573c60008836ef6a1e1dee03c1df2bb71851c1007af7b4c92498943d
434,11,((((((y*x)*y)*x)*y)*y)*(((y*y)*y)*(y*x))),000345678221345678121345678012553678012444678012533678012345767012345766012345888,4ccd29a11f7af26a2c4698610f71c2d33ae0471d82d5967187528ebfc7125cad
435,13,((((((y*y)*y)*x)*(y*y))*((y*x)*y))*(((y*x)*x)*y)),021535776021535776021535776122543667122543667122543667211353768211353768211353768,5880ac441cfe6335a274b542a9fa2c03cdcb157ce3496ff22735c55a99511fac
436,12,((((((y*x)*x)*y)*((y*x)*x))*(y*y))*((y*x)*y)),021535776200535776100535776122454667122543667122434667211353887211353886211353768,0eb8c1abaf262add616b1a889bc9356cf792b2634ea7f400b97551a489e996ba
437,11,((((((y*x)*x)*y)*((y*x)*x))*(y*x))*(y*y)),000434886211434886122434886100353887100444887100535887200454667200454776200454888,bd5623cbea8810a2ef6627b64527d1714b9363c908904e0451ee40f485124df1
438,11,(((((y*x)*x)*(x*x))*(y*x))*(((y*y)*x)*y)),012434886011434886022434886100343887100345887100545887200454668200454778200454678,a33af75aeb0332ac017377dbc838fa7f4a8f22ac3cbd550ebf013f024288dff8
439,11,(((((y*x)*x)*(x*y))*(y*x))*((y*(x*y))*y)),000434886111434886222434886100333887100444887100555887200454666200454777200454888,0c5368512f619ee4869d58e018a31236d6863c2e3c1571afd3b254dfae0f09f7
440,11,((((((y*x)*x)*y)*((y*y)*x))*(y*x))*(y*y)),021434886011434886022434886100343887100543887100545887200454668200454778200454768,db35d1c2c833de6eb1169e770f22ad7b5abd1c69e9b96dff2a2802673020547e
441,13,(((((y*x)*(y*y))*y)*y)*((((y*x)*x)*(x*x))*(y*x))),012335676011335676022335676112343677112345677112545677212355668212355778212355678,f270a809e697e590b9cdcee63b87f93ba9a3a79f3a250bbb431fd28baf4b1f15
442,13,(((((y*x)*(y*y))*y)*y)*((((y*x)*x)*(x*y))*(y*x))),000335676211335676122335676112353677112444677112535677212355667212355776212355888,acfa12fab2d47b359015713769eede81c8e7f5fee10c2a605ef2d652e0809f11
443,11,((((((y*x)*x)*y)*(y*x))*(y*y))*((y*x)*y)),012535776012535776012535776122345667122345667122345667211353678211353678211353678,ff98ad6870df57dacbbd826ed2db9c25a0f3ccee992de3a982e2890b2dff034c
444,11,((((((y*y)*x)*y)*(y*x))*(y*y))*((y*x)*y)),000535776212535776112535776122355667122444667122335667211353677211353676211353888,5b29b3f6935d5f1a39552f67c3b71bd4e5fd2ef18b5167ef3fc72547f316b32f
445,11,(((((y*x)*x)*((y*x)*y))*(y*y))*((y*x)*y)),021535776012535776012535776122345667122543667122345667211353678211353678211353768,e2b9253f989da711fd038691061a0c86537f06a9e0200c03371601d24ebf5509
446,11,(((((x*x)*y)*(x*x))*(x*y))*(((x*y)*x)*x)),012222111012111111012222222333345333555345333555345555666666678777777678777666678,d536de9925592be0be7f54f3db4c77a9823dc35b612b6008c8ca428e8f7ff1da
447,11,(((((x*x)*y)*(y*x))*(x*y))*(((x*y)*x)*x)),000222111112111111212222222333335333555444333555355555666666676777777677777666888,16c12e6044b67dfbb680ee35fed355072766967ffefd5c0e65b079103feb2767
448,11,(((((x*y)*y)*(x*y))*x)*(((x*y)*y)*(x*y))),000000000121111111221222222333533333444444444555553555666666766777777767888888888,cc349a94b9cb32c52f39c27a1f111bc1f4e530f2fe373682b10e73f78dbffd85
449,11,(((((x*y)*y)*(x*y))*x)*(((x*x)*y)*(x*y))),012000000021111111021222222333543333444345444555543555666666768777777768888888678,22b61feb14dee039d138eb6be22ce0c08be9678dbd4bfb24f399854247cb4fb3
450,13,((((((x*x)*y)*x)*((x*x)*y))*(x*y))*(((x*y)*x)*x)),000000000112111111212222222333335333444444444555355555666666676777777677888888888,7b556c584b99b15da15a94bf8416d0daec4581ffcf4b8e732c517dae5db59f84
451,13,((((((x*x)*y)*x)*((x*y)*y))*(x*y))*(((x*y)*x)*x)),012000000012111111012222222333345333444345444555345555666666678777777678888888678,f065f95224104548050fada62d8c7efde13d595ad6bc5bbb58672e21f5308d80
452,11,(((((x*y)*x)*(x*y))*(x*x))*((x*(y*x))*x)),012111222011222111022222111555343333333345555555545333777666668777666778666777678,10da65bef3b6e6a6e103d5832e62db236bcd09f366536a01ccec1a84799928c0
