id,minimal_size,representative,function_signature_base9_on_M2,sha256_signature
574,13,((((((x*x)*(x*y))*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),012222111012222222012111111555345555555345333333345333777777678666666678777666678,3c6a5ae3557cbefa0e2a7ddca5e2898bcfc2277dde0c6c6508ea9cbe12d37f37
575,13,((((((x*x)*(x*y))*x)*x)*(((x*y)*y)*(x*y)))*(x*x)),000222111212222222112111111555355555555444333333335333777777677666666676777666888,828a17b9b9e7051bada2eb7c0b233e60b77e10026b615ab10a3e7a83bb50f0c5
576,12,(((((x*(y*x))*(x*x))*x)*x)*(((x*x)*y)*(x*y))),012111222200111111100222222333454333333345555555434555666666887777777886666777678,f71557a55669923ff2ea271a2e2e3ab41df1349bfd61ee96c28aeec4952a70cf
577,13,(((((x*x)*y)*(x*x))*(x*y))*((((x*x)*y)*(x*y))*x)),000000000212111111112222222333355333444444444555335555666666677777777676888888888,95282e860d5c54fb4bc71033712848a77148f1d0499c560f4ed150a4422c8c46
578,12,(((((x*x)*y)*x)*(x*y))*(((x*(y*x))*(x*x))*x)),021222111100111222200111222333434555555543333333454555666777886666777887777666768,01971c0306abfa9add8c8ee2a28cc98ac3d937e63e560d5f03177c2963af4474
579,15,(((((x*x)*y)*(x*y))*(((x*y)*y)*x))*((((x*y)*y)*x)*(x*y))),021222111012111222012111222333345555555543333333345555666777678666777678777666768,0ebf3631f3d86d9209966af94b7a741281e096869598a326070dbc85942d78ce
580,15,(((((x*x)*y)*(x*y))*(((x*x)*y)*x))*((((x*y)*y)*x)*(x*y))),000222111212111222112111222333355555555444333333335555666777677666777676777666888,e04b30af29fff4c0dcc5f50cabeb0c385c3b6fd63dca0a0a2c358d14d026286a
581,15,(((((x*x)*y)*(x*x))*x)*((((x*x)*y)*(y*x))*(((x*x)*y)*x))),000222111112111222212111222333335555555444333333355555666777676666777677777666888,3849aafcb10810569e41a6d2cb24608cdf3381ff8c7c28239cb3d6c54ef4a5b4
582,15,(((((x*x)*y)*(x*x))*x)*((((x*x)*y)*(y*x))*(((x*y)*y)*x))),012222111012111222012111222333345555555345333333345555666777678666777678777666678,e13258e18bdf331075e6a0f8c1740c5ee0979721eb9df29d89456fafd6743709
583,13,(((((((x*x)*y)*y)*x)*x)*(((x*y)*y)*(x*y)))*(x*x)),012111222012222222012111111555345555333345555333345333777777678666666678666777678,3cd2a7a4cac86c3ba5695e0b794851afd68488e83ed01d027e4550eaaa097eb4
584,15,(((((((x*x)*y)*y)*(x*x))*x)*x)*((((x*y)*y)*(x*y))*(x*x))),012111222012111111012222222333345333333345555555345555666666678777777678666777678,179aade30cd8d6a85857284a7bb92bc6156065135b237878579d73ae648636b3
585,14,((((((x*(y*x))*(x*x))*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),021222111100222222200111111555434555555543333333454333777777886666666887777666768,c29016c187a631e4b7ec1240175d38bd0964ae8f95e22f1cd401517a10360093
586,14,(((((((x*x)*y)*(x*x))*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),012222111100222222200111111555434555555345333333454333777777886666666887777666678,beb5d5af2ea3f17a3dfe7b79991bf64a107b8b3d288148724f36c5724124bf5c
587,13,(((((x*x)*y)*x)*((x*x)*x))*(((x*x)*y)*((x*y)*y))),000222111122222222211111111555535555555444333333353333777777776666666667777666888,20ce2ea15ce16c411abf8fd17973a80c7f0f919236992046ee191b7f593582dc
588,13,(((((((x*x)*y)*y)*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),000111222112222222212111111555335555333444555333355333777777676666666677666777888,23a9452ccddefd789bb126d7b5a5a4d5576796ccb32259d28cf86891164ededc
589,13,(((((((y*x)*y)*x)*y)*y)*(((y*x)*x)*(y*x)))*(y*y)),000533766111533766222533766121333767121444767121555767221553666221553777221553888,b89aefbcde6320bd89b610236e11a2f47f7a144351ece9119ac53163dd06b705
590,15,(((((((y*x)*y)*x)*(y*y))*y)*y)*((((y*x)*x)*(y*x))*(y*y))),000335676111335676222335676112333677112444677112555677212355666212355777212355888,58d9b5834139d941ea53e2e9ace182e63eaa3aa3dd8a4acc1156f6a9b0731ac8
591,12,(((((y*(x*y))*(y*y))*y)*y)*(((y*y)*x)*(y*x))),021335676100335676200335676112434677112543677112454677212355886212355887212355768,7422f3b27df57423ce27989fbda449701b956c8164a049238e2aee19ba9fc6a2
592,15,(((((y*x)*x)*(x*x))*(((y*x)*x)*y))*((((y*x)*x)*(y*y))*y)),021353667011353667022353667211343776211543776211545776122535668122535778122535768,a3cbd669d42d80d9f46c6739568796e1319ca4ab3632f9a4bfdaf80afae03324
593,15,(((((y*x)*x)*(x*x))*(((y*x)*x)*y))*((((y*y)*x)*(y*y))*y)),000353667111353667222353667211333776211444776211555776122535666122535777122535888,64c5361901f2b83799f30b587f732605d915ed2ea306a916e4f0d6fd8fe48126
594,12,(((((y*y)*x)*y)*(y*x))*(((y*(x*y))*(y*y))*y)),012353667200353667100353667211454776211345776211434776122535887122535886122535678,f9e77ad1d4cb5314ccf3fb1c5a32eded44541be4a49c1b39f16a547495e8d98d
595,15,(((((y*x)*x)*(x*x))*(((y*y)*x)*y))*((((y*y)*x)*(y*y))*y)),012353667011353667022353667211343776211345776211545776122535668122535778122535678,d6ccabdd48724dda7c99d61df4b74a9ea0cfb3fbb51ff0427438c295d2d5a74d
596,15,(((((y*x)*x)*(x*x))*(((y*x)*x)*y))*(((y*(x*y))*(y*y))*y)),000353667211353667122353667211353776211444776211535776122535667122535776122535888,629e53ef2c1b66fc357cf826d59ad8c295e9fd7b0cc40b7dffd3aa73cf5e7906
597,13,(((((y*x)*x)*(x*y))*(y*x))*((((y*y)*x)*(y*x))*y)),021345678011345678022345678012343678012543678012545678012345668012345778012345768,1a9a769d3e7174009f13615b3c34a8600f6238d71a1228e9c19c6565790012cd
598,13,(((((y*y)*x)*y)*((y*y)*y))*(((y*x)*x)*((y*y)*x))),012553767021553767021553767221543766221345766221543766121533768121533768121533678,29231736fe981b4ee71b4282c3cc84c6abc35a8ed88b34edd3e91d4eaffea52d
599,14,(((((((y*y)*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),012553767100553767200553767221434766221345766221454766121533886121533887121533678,519c0a172fded62be4882e2d37a3bfba4d6c01a05c6fbbb3ab88e08f9730f905
600,13,(((((((y*x)*y)*x)*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),012533766011533766022533766121343767121345767121545767221553668221553778221553678,d8a99850804fdd4e6dfd9c9681f9f1140fcc2685aaa5209367591af6a298ebd1
601,14,((((((y*(x*y))*(y*y))*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),012553767200553767100553767221454766221345766221434766121533887121533886121533678,e43912603b10ae0b6237dba0c3d651d115f775da87a53dba4e22852b15e84f1c
602,13,((((((y*x)*(y*y))*y)*y)*(((y*x)*x)*(y*x)))*(y*y)),021553767011553767022553767221343766221543766221545766121533668121533778121533768,b5f8472605becc04744d466d79a390a927f9a047c13d48c6521914d251a4d291
603,13,((((((y*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),000553767111553767222553767221333766221444766221555766121533666121533777121533888,79218d1414bd6ae9466d065b3b8e80c8cb9af1663b3973391ec98695ec3d728c
604,15,((((((x*x)*y)*y)*x)*((x*x)*x))*((((x*x)*x)*y)*((x*x)*y))),000222111121222222221111111555533555555444333333553333777777766666666767777666888,36825451c5741e7346298692d936cdd75519c2c038404eb4deb2fd3b381479ad
605,15,((((((x*x)*y)*(x*x))*(x*y))*((((x*x)*y)*(x*y))*x))*(x*x)),000000000121222222221111111555533555444444444333553333777777766666666767888888888,828e41f67ee1783d3330ee9e2ceb876743930c434d98b47ada587e66a7ca612d
606,15,(((((((x*x)*y)*y)*x)*x)*((((x*x)*y)*(x*x))*(x*y)))*(x*x)),000111222121222222221111111555533555333444555333553333777777766666666767666777888,949f91b53b09285402fffd43db68a5d0de0751437eff9bea2555f22177c5d060
607,13,(((((x*x)*y)*(x*x))*x)*((((x*x)*y)*x)*((x*y)*y))),000222111121111222221111222333533555555444333333553555666777766666777767777666888,24fb8f1c4a285f89256867d9a7018a9ef96e0344d99982b3087c78a4255c7c21
608,13,((((((x*x)*(y*x))*x)*x)*(x*x))*(((x*x)*y)*(x*y))),012111222021222222021111111555543555333345555333543333777777768666666768666777678,b514b55dee549e2c4b65b5cfbe05a2811d5ff2bcc0f440e33cc326f90e40f830
609,15,((((((x*x)*y)*(x*y))*(x*y))*(((x*x)*y)*x))*((x*(y*x))*x)),012111222021222111021222111555543333333345555555543333777666768777666768666777678,45136493ca2b3f039cd7082217e2a6715b51b832eafca96450785eacd5f49612
610,13,((((((x*x)*(y*x))*(x*x))*x)*x)*(((x*x)*y)*(x*y))),012111222021111111021222222333543333333345555555543555666666768777777768666777678,a392686e1e4b3549a3da0403a101b571a2c2c49451ed3011f904ca3f5776da7c
611,13,((((((y*x)*(x*x))*y)*y)*(y*y))*(((y*y)*x)*(y*x))),000533766122533766211533766121535767121444767121353767221553776221553667221553888,eb0d21b59955f4c8fe338545f3532e2dd9ef42ed0b4c10832ffe47b7ffdc48c4
612,15,((((((y*x)*x)*(x*x))*(((y*x)*x)*y))*(y*y))*((y*(x*y))*y)),000535776122535776211535776122535667122444667122353667211353776211353667211353888,bffff8bced880dab9aef75d8e12c5b46b4470798d97ebe89cc99a92cb83ad211
613,13,((((((y*x)*(x*x))*(y*y))*y)*y)*(((y*y)*x)*(y*x))),000335676122335676211335676112535677112444677112353677212355776212355667212355888,d6e900347d2916b78e06d93d48b81896797b30f367219e9d487e28ad0414cd80
614,15,((((((y*x)*y)*x)*y)*((y*y)*y))*((((y*x)*y)*x)*((y*x)*x))),012553767022553767011553767221545766221345766221343766121533778121533668121533678,fbceda3602eedb3e85e70ac1dfb13b8a0a0deb4d76cc087afcb63c91c38de597
615,15,((((((y*x)*x)*(x*y))*(y*x))*((((y*y)*x)*(y*x))*y))*(y*y)),012543768022543768011543768021545768021345768021343768021543778021543668021543678,1d2f290fa520f0eb4f6f9bec664c066c60c6c8f60f44379a435ae4a5f24d42e5
616,15,(((((((y*x)*y)*x)*y)*y)*((((y*x)*x)*(x*y))*(y*x)))*(y*y)),012533766022533766011533766121545767121345767121343767221553778221553668221553678,9aa73782b1ea35dd1291cd0d711b19a0c42751ebbcc7e1da026ba51e839b288b
617,13,(((((y*x)*x)*(y*y))*y)*((((y*x)*x)*y)*((y*x)*x))),012353667022353667011353667211545776211345776211343776122535778122535668122535678,34f151ab6e447390a12ef8baf2a223a6058c2da346535b7cde2ceafea87e79dc
618,13,((((((x*x)*y)*y)*x)*x)*((((x*x)*y)*(y*x))*(x*y))),021222111012111111012222222333345333555543333555345555666666678777777678777666768,6fb9edb5004012a5363ff4eb38c42748bac62498bb7c2e5307668586ddb3e12f
619,13,((((((x*x)*y)*y)*x)*x)*((((x*x)*y)*(x*x))*(x*y))),000222111212111111112222222333355333555444333555335555666666677777777676777666888,78766ec775616d9e82e0ac97be235bd9459ffb789e0a4dd12d42613fbc4b177d
620,15,(((((((x*x)*(y*x))*(x*x))*x)*x)*((x*(y*x))*(x*y)))*(x*x)),021222111011222222022111111555343555555543333333545333777777668666666778777666768,9bdfc7b896d027c5ecf754cf3e6c1dfa1f33cbfb5fbb745d5819284b4ed342c1
621,15,((((((((x*x)*y)*y)*(x*x))*x)*x)*((x*(y*x))*(x*y)))*(x*x)),000222111111222222222111111555333555555444333333555333777777666666666777777666888,33e86be8083743f1f28f233fc11366753ac39bb92151c730b146ddf06c83540d
622,13,((((((y*x)*y)*x)*y)*y)*((((y*x)*x)*(x*x))*(y*x))),000355677211355677122355677212353676212444676212535676112335667112335776112335888,48a28ea4d93fd1dfb897bb2e73832114773774427d25789d326457b1f255fe59
623,13,((((((y*x)*y)*x)*y)*y)*((((y*x)*x)*(x*y))*(y*x))),021355677011355677022355677212343676212543676212545676112335668112335778112335768,08fe5a8c5c7e3d19d154bc36fa23cd74531a301a69d72eec048ea63ddd831e2b
624,15,(((((((y*x)*(x*x))*(y*y))*y)*y)*((y*(x*y))*(y*x)))*(y*y)),000553767212553767112553767221355766221444766221335766121533677121533676121533888,364723803bd4bb3650e3a98ab6eb739061690617663b063b5bca7b53057b3aa8
625,15,((((((((y*x)*y)*x)*(y*y))*y)*y)*((y*(x*y))*(y*x)))*(y*y)),012553767012553767012553767221345766221345766221345766121533678121533678121533678,820abb2a6c28aceaddef7ade602997712435be03a70c3710b53642f9728a9229
626,15,(((((((x*x)*(y*x))*(x*x))*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),021222111012222222012111111555345555555543333333345333777777678666666678777666768,34cbf15c08dec8a810abcb0b4c721476981a71b817dc9a4aab3bbb82ebc0e811
627,15,((((((((x*x)*y)*y)*(x*x))*x)*x)*(((x*x)*y)*(x*y)))*(x*x)),000222111112222222212111111555335555555444333333355333777777676666666677777666888,4913ae938b653758ef2680bce92969952605c0fece56db8422dcef3020aefbdb
628,15,(((((((y*x)*(x*x))*(y*y))*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),000553767211553767122553767221353766221444766221535766121533667121533776121533888,ff7d8e8722e98fd48755694039f848df5c217e379150a1aaf428cc43d21a82ef
629,15,((((((((y*x)*y)*x)*(y*y))*y)*y)*(((y*y)*x)*(y*x)))*(y*y)),012553767011553767022553767221343766221345766221545766121533668121533778121533678,813dd2449e97d9761dbef893fc7c2c19d3cf365779a7030bbd21ab95fc26e6d2
